Title,Subtitles,Author,Category,Goal Amount,Current Amount,Image,Video,Is_Top,Is Recommended,Start Date,End Date,Creation Date,Content,Tags
Affordable Hearing Aids for All,"Preserving the past, for the future.",Holly Cobb,Charity,5540356,8379472,Images/Affordable Hearing Aids for All_298.png,,True,False,2024-01-11,2024-10-10,2024-09-10,"Keep your home safe with our new home security solution. Designed to be affordable and accessible, this system offers real-time monitoring and alerts, giving you peace of mind wherever you are.","['Tech', 'Education']"
Innovative Home Security: Stay Safe,Bringing cutting-edge technology to your fingertips.,Michael Howell,Gaming,4128669,2674589,Images/Innovative Home Security: Stay Safe_299.png,,False,False,2024-01-03,2024-10-04,2024-09-06,"Clean water is a basic human right, yet millions still lack access. We’ve created a compact water purifier that fits in your backpack and provides safe, drinkable water anywhere. Join us in solving the world’s water crisis.","['Charity', 'Art']"
Yoga Mat with Built-in Guidance System,"Clean water on the go, for any adventure.",Kimberly Cook,Art,7674320,9664211,Images/Yoga Mat with Built-in Guidance System_300.png,,True,False,2024-02-10,2024-09-30,2024-09-02,"Keep your home safe with our new home security solution. Designed to be affordable and accessible, this system offers real-time monitoring and alerts, giving you peace of mind wherever you are.","['Tech', 'Environment']"
Electric Bikes for a Sustainable Future,"Preserving the past, for the future.",Billy Wolfe,Publishing,6108322,7065699,Images/Electric Bikes for a Sustainable Future_301.png,,True,True,2024-03-03,2024-10-06,2024-09-12,"Explain how your invention solves a major problem or improves upon existing technologies. Include details about the research and development process, and share a timeline for production and delivery. Provide a demo video or early prototypes to showcase functionality","['Tech', 'Charity']"
Next-Gen AI Assistant for Everyone,"Clean water on the go, for any adventure.",James Camacho,Family,8880076,4889259,Images/Next-Gen AI Assistant for Everyone_302.png,,True,True,2024-03-08,2024-09-21,2024-09-06,"Meet the AI assistant that’s smarter, faster, and more intuitive than ever. Our goal is to make AI accessible for every home, helping users stay productive and organized like never before.","['Music', 'Film']"
A Portable Water Purifier for Everyone,"Building the future with science, technology, engineering, and math.",Sarah Thomas,Business,3176954,6005443,Images/A Portable Water Purifier for Everyone_303.png,,True,True,2024-07-15,2024-09-18,2024-09-03,"Keep your home safe with our new home security solution. Designed to be affordable and accessible, this system offers real-time monitoring and alerts, giving you peace of mind wherever you are.","['Education', 'Travel']"
Mental Health Support App for Teens,"Preserving the past, for the future.",Eric Smith,Education,8383495,5778960,Images/Mental Health Support App for Teens_304.png,,True,True,2024-03-18,2024-10-06,2024-09-02,"Help us bring cutting-edge technology to the masses! [Your Invention] will transform everyday life, offering users the next-generation experience they deserve. Be part of the tech revolution—support innovation today!","['Gaming', 'Health']"
Cutting-Edge Robotics for All Ages,"Harness the power of the sun, anywhere, anytime.",Sheri Gonzalez,Photography,7076687,5286564,Images/Cutting-Edge Robotics for All Ages_305.png,,False,True,2024-03-25,2024-09-23,2024-09-01,"Keep your home safe with our new home security solution. Designed to be affordable and accessible, this system offers real-time monitoring and alerts, giving you peace of mind wherever you are.","['Business', 'Environment']"
Solar-Powered Charger for the Future,"Track, analyze, and improve your health seamlessly.",Daniel Hogan,Gaming,9202920,5459085,Images/Solar-Powered Charger for the Future_306.png,,True,True,2024-03-20,2024-10-02,2024-09-09,"Clean water is a basic human right, yet millions still lack access. We’ve created a compact water purifier that fits in your backpack and provides safe, drinkable water anywhere. Join us in solving the world’s water crisis.","['Sports', 'Environment']"
"Wireless Charging: Charge Anywhere, Anytime","Smart, efficient, and affordable home protection.",Beverly Becker,Publishing,3227437,2609357,"Images/Wireless Charging: Charge Anywhere, Anytime_307.png",,True,False,2024-03-18,2024-10-01,2024-09-12,"Let’s say goodbye to traditional chargers and hello to a sustainable future. With your support, we’re launching a portable solar-powered charger that keeps your devices alive wherever you go, without harming the planet.","['Health', 'Food']"
Organic Skincare Line for Sensitive Skin,"Track, analyze, and improve your health seamlessly.",Lisa Myers,Travel,2198255,7709771,Images/Organic Skincare Line for Sensitive Skin_308.png,,False,True,2024-01-03,2024-10-13,2024-09-11,"Help us bring cutting-edge technology to the masses! [Your Invention] will transform everyday life, offering users the next-generation experience they deserve. Be part of the tech revolution—support innovation today!","['Tech', 'Community']"
Fight Childhood Obesity with Our App,Unveiling the real stories behind our changing planet.,Amanda Ellis,Food,9471892,3384733,Images/Fight Childhood Obesity with Our App_309.png,,False,False,2024-02-18,2024-10-07,2024-09-01,"Let’s say goodbye to traditional chargers and hello to a sustainable future. With your support, we’re launching a portable solar-powered charger that keeps your devices alive wherever you go, without harming the planet.","['Gaming', 'Sports']"
Plant-Based Supplements for Optimal Health,Redefining personal productivity with smart AI.,Brian Maldonado,Gaming,1208871,4926755,Images/Plant-Based Supplements for Optimal Health_310.png,,False,False,2024-03-11,2024-10-12,2024-09-08,"Keep your home safe with our new home security solution. Designed to be affordable and accessible, this system offers real-time monitoring and alerts, giving you peace of mind wherever you are.","['Community', 'Charity']"
Virtual Reality Fitness: Work Out at Home,Giving every child a chance to succeed.,Kenneth Lynch,Education,4925573,4648849,Images/Virtual Reality Fitness: Work Out at Home_311.png,,True,True,2024-09-09,2024-10-05,2024-09-10,"Let’s say goodbye to traditional chargers and hello to a sustainable future. With your support, we’re launching a portable solar-powered charger that keeps your devices alive wherever you go, without harming the planet.","['Family', 'Education']"
Innovative Home Security: Stay Safe,"Track, analyze, and improve your health seamlessly.",Adam Thomas,Health,1354399,1586347,Images/Innovative Home Security: Stay Safe_312.png,,True,True,2024-04-01,2024-09-19,2024-09-02,"Let’s say goodbye to traditional chargers and hello to a sustainable future. With your support, we’re launching a portable solar-powered charger that keeps your devices alive wherever you go, without harming the planet.","['Health', 'Gaming']"
Solar-Powered Charger for the Future,"Track, analyze, and improve your health seamlessly.",Carla Brown,Art,8444905,9985637,Images/Solar-Powered Charger for the Future_313.png,,True,True,2024-03-11,2024-10-13,2024-09-08,"Let’s say goodbye to traditional chargers and hello to a sustainable future. With your support, we’re launching a portable solar-powered charger that keeps your devices alive wherever you go, without harming the planet.","['Animals', 'Health']"
Yoga Mat with Built-in Guidance System,"Building the future with science, technology, engineering, and math.",Karen Ware,Health,5714085,8632539,Images/Yoga Mat with Built-in Guidance System_314.png,,False,False,2024-03-30,2024-09-19,2024-09-02,"Let’s say goodbye to traditional chargers and hello to a sustainable future. With your support, we’re launching a portable solar-powered charger that keeps your devices alive wherever you go, without harming the planet.","['Community', 'Food']"
The Future of 3D Printing,Redefining personal productivity with smart AI.,Michelle Swanson,Health,5493229,2656939,Images/The Future of 3D Printing_315.png,,False,True,2024-02-08,2024-09-16,2024-09-02,"Our wearable tech is designed to track vital signs and give real-time health insights. With AI-powered data analysis, you’ll have personalized health advice at your fingertips. Let’s make preventative healthcare more accessible!","['Film', 'Music']"
Affordable Hearing Aids for All,"Clean water on the go, for any adventure.",Christina Payne,Business,9417815,1981618,Images/Affordable Hearing Aids for All_316.png,,True,True,2024-08-14,2024-10-03,2024-09-13,"Let’s say goodbye to traditional chargers and hello to a sustainable future. With your support, we’re launching a portable solar-powered charger that keeps your devices alive wherever you go, without harming the planet.","['Fashion', 'Family']"
Revolutionize Tech with AI,"Track, analyze, and improve your health seamlessly.",Ryan Huang,Food,3795477,782979,Images/Revolutionize Tech with AI_317.png,,True,True,2024-05-23,2024-10-01,2024-09-10,"Explain how your invention solves a major problem or improves upon existing technologies. Include details about the research and development process, and share a timeline for production and delivery. Provide a demo video or early prototypes to showcase functionality","['Photography', 'Family']"
Build the World’s Smartest Smartwatch,"Building the future with science, technology, engineering, and math.",Brooke Hoover,Business,3757192,7587743,Images/Build the World’s Smartest Smartwatch_318.png,,False,False,2024-07-26,2024-09-21,2024-09-12,"We’re creating a smartwatch that goes beyond fitness tracking. With AI integration, enhanced features, and a sleek design, this will be the most advanced watch ever created. Help us make it a reality!","['Gaming', 'Travel']"
